"USFWBand"	"JayID"	"NatalNest"	"TerrYr"	"Terr"	"Year"	"HatchDate"	"FldgDate"	"LastObsDate"	"Mass"	"MeasDate"	"HatchNum"	"FldgNum"	"Days"	"Years"	"Censor"	"Day11"	"Help"	"HelpNum"	"SexIND"	"FBreeder"	"FUSFWBand"	"MBreeder"	"MUSFWBand"	"famid"
"1228"	"1573-65948"	"CL-H"	"HICE041"	"HICE04"	"HICE"	"2004"	2004-04-07	12534	14629	38.9	2004-04-18	4	4	2095	5.74	0	11	1	1	1	"O-FC"	"1513-50793"	"Z-GA"	"1453-63663"	1
"1229"	"1573-65950"	"CR-B"	"XRDS041"	"XRDS04"	"XRDS"	"2004"	2004-04-07	12535	12614	45.2	2004-04-18	4	3	79	0.22	1	11	1	2	2	"BR-C"	"1513-50161"	"G-PM"	"1453-72701"	1
"1230"	"1573-65952"	"CH-n"	"XRDS041"	"XRDS04"	"XRDS"	"2004"	2004-04-07	12535	12543	26.8	2004-04-18	4	3	8	0.02	1	11	1	2	1	"BR-C"	"1513-50161"	"G-PM"	"1453-72701"	1
"1231"	"1573-65953"	"CB-B"	"N7RD041"	"N7RD04"	"N7RD"	"2004"	2004-04-07	12534	12733	50.9	2004-04-18	4	4	199	0.54	1	11	1	1	1	"FC-L"	"1063-42852"	"Z-RR"	"1453-63510"	1
"1232"	"1573-65954"	"CP-B"	"N7RD041"	"N7RD04"	"N7RD"	"2004"	2004-04-07	12534	12674	51.2	2004-04-18	4	4	140	0.38	1	11	1	1	1	"FC-L"	"1063-42852"	"Z-RR"	"1453-63510"	1
"1233"	"1573-65955"	"CO-n"	"N7RD041"	"N7RD04"	"N7RD"	"2004"	2004-04-07	12534	12614	49.6	2004-04-18	4	4	80	0.22	1	11	1	1	2	"FC-L"	"1063-42852"	"Z-RR"	"1453-63510"	1
"1234"	"1573-65956"	"CL-B"	"N7RD041"	"N7RD04"	"N7RD"	"2004"	2004-04-07	12534	13585	42.8	2004-04-18	4	4	1051	2.88	0	11	1	1	2	"FC-L"	"1063-42852"	"Z-RR"	"1453-63510"	1
"1235"	"1573-65957"	"CW-P"	"CACT041"	"CACT04"	"CACT"	"2004"	2004-04-08	12534	15838	54.6	2004-04-19	4	4	3304	9.05	0	11	1	1	1	"RL-C"	"1513-50331"	"RB-C"	"1513-50358"	1
"1236"	"1573-65958"	"CR-P"	"CACT041"	"CACT04"	"CACT"	"2004"	2004-04-08	12534	13402	49.3	2004-04-19	4	4	868	2.38	0	11	1	1	1	"RL-C"	"1513-50331"	"RB-C"	"1513-50358"	1
"1237"	"1573-65959"	"CG-P"	"CACT041"	"CACT04"	"CACT"	"2004"	2004-04-08	12534	13741	47.9	2004-04-19	4	4	1207	3.3	0	11	1	1	2	"RL-C"	"1513-50331"	"RB-C"	"1513-50358"	1
"1238"	"1573-65960"	"CH-P"	"CACT041"	"CACT04"	"CACT"	"2004"	2004-04-08	12534	12856	44.4	2004-04-19	4	4	322	0.88	1	11	1	1	1	"RL-C"	"1513-50331"	"RB-C"	"1513-50358"	1
"1239"	"1573-65961"	"CB-P"	"PINE041"	"PINE04"	"PINE"	"2004"	2004-04-08	12536	12614	44.2	2004-04-19	3	3	78	0.21	1	11	1	3	1	"GR-C"	"1513-50159"	"L-RQ"	"1573-65910"	1
"1240"	"1573-65962"	"CP-P"	"PINE041"	"PINE04"	"PINE"	"2004"	2004-04-08	12536	13129	39.5	2004-04-19	3	3	593	1.62	0	11	1	3	2	"GR-C"	"1513-50159"	"L-RQ"	"1573-65910"	1
"1241"	"1573-65963"	"CO-P"	"PINE041"	"PINE04"	"PINE"	"2004"	2004-04-08	12536	12947	36.9	2004-04-19	3	3	411	1.13	0	11	1	3	1	"GR-C"	"1513-50159"	"L-RQ"	"1573-65910"	1
"1242"	"1573-65966"	"CW-O"	"SLAK041"	"SLAK04"	"SLAK"	"2004"	2004-04-08	12534	13893	41.6	2004-04-19	3	3	1359	3.72	0	11	0	0	1	"P-OQ"	"1573-65907"	"AC-A"	"1063-43153"	1
"1243"	"1573-65967"	"CR-O"	"SLAK041"	"SLAK04"	"SLAK"	"2004"	2004-04-08	12534	13893	40.4	2004-04-19	3	3	1359	3.72	0	11	0	0	1	"P-OQ"	"1573-65907"	"AC-A"	"1063-43153"	1
"1244"	"1573-65968"	"CG-O"	"SLAK041"	"SLAK04"	"SLAK"	"2004"	2004-04-08	12534	12914	38.7	2004-04-19	3	3	380	1.04	0	11	0	0	2	"P-OQ"	"1573-65907"	"AC-A"	"1063-43153"	1
"1245"	"1573-65969"	"CH-O"	"PLAZ041"	"PLAZ04"	"PLAZ"	"2004"	2004-04-08	12534	12674	43.4	2004-04-19	4	4	140	0.38	1	11	0	0	2	"-ZOR"	"1163-68298"	"ZOG-"	"1043-44237"	1
"1246"	"1573-65970"	"CB-O"	"PLAZ041"	"PLAZ04"	"PLAZ"	"2004"	2004-04-08	12534	12674	29.7	2004-04-19	4	4	140	0.38	1	11	0	0	1	"-ZOR"	"1163-68298"	"ZOG-"	"1043-44237"	1
"1247"	"1573-65971"	"CP-n"	"PLAZ041"	"PLAZ04"	"PLAZ"	"2004"	2004-04-08	12534	12583	36.7	2004-04-19	4	4	49	0.13	1	11	0	0	2	"-ZOR"	"1163-68298"	"ZOG-"	"1043-44237"	1
"1248"	"1573-65972"	"CO-n"	"PLAZ041"	"PLAZ04"	"PLAZ"	"2004"	2004-04-08	12534	12571	33.7	2004-04-19	4	4	37	0.1	1	11	0	0	1	"-ZOR"	"1163-68298"	"ZOG-"	"1043-44237"	1
"1249"	"1573-65973"	"CL-P"	"NPOL041"	"NPOL04"	"NPOL"	"2004"	2004-04-09	12535	15441	43.5	2004-04-20	4	3	2906	7.96	0	11	0	0	2	"O-WQ"	"1063-43196"	"YP-C"	"1513-50302"	1
"1250"	"1573-65974"	"CF-P"	"NPOL041"	"NPOL04"	"NPOL"	"2004"	2004-04-09	12535	12674	41.6	2004-04-20	4	3	139	0.38	1	11	0	0	2	"O-WQ"	"1063-43196"	"YP-C"	"1513-50302"	1
"1251"	"1573-65975"	"CA-P"	"NPOL041"	"NPOL04"	"NPOL"	"2004"	2004-04-09	12535	13767	32.9	2004-04-20	4	3	1232	3.37	0	11	0	0	1	"O-WQ"	"1063-43196"	"YP-C"	"1513-50302"	1
"1252"	"1573-65980"	"CR-G"	"FENC041"	"FENC04"	"FENC"	"2004"	2004-04-10	12534	13194	35.2	2004-04-21	3	3	660	1.81	0	11	0	0	1	"B-PQ"	"1063-42891"	"LGC-"	"1513-50993"	1
"1253"	"1573-65982"	"CH-n"	"MCBY041"	"MCBY04"	"MCBY"	"2004"	2004-04-10	12536	12538	42.4	2004-04-21	4	3	2	0.01	1	11	1	2	1	"-OZL"	"1453-78322"	"L-QL"	"1063-48612"	1
"1254"	"1573-65983"	"CB-L"	"MCBY041"	"MCBY04"	"MCBY"	"2004"	2004-04-10	12536	12947	46.1	2004-04-21	4	3	411	1.13	0	11	1	2	2	"-OZL"	"1453-78322"	"L-QL"	"1063-48612"	1
"1255"	"1573-65984"	"CP-L"	"MCBY041"	"MCBY04"	"MCBY"	"2004"	2004-04-10	12536	14837	35.7	2004-04-21	4	3	2301	6.3	0	11	1	2	2	"-OZL"	"1453-78322"	"L-QL"	"1063-48612"	1
"1256"	"1573-65985"	"CO-n"	"SCRP042"	"SCRP04"	"SCRP"	"2004"	2004-04-10	12536	12584	52.5	2004-04-21	4	4	48	0.13	1	11	1	4	2	"Z-WF"	"1453-63595"	"WC-G"	"1063-42853"	1
"1257"	"1573-65986"	"CL-L"	"SCRP042"	"SCRP04"	"SCRP"	"2004"	2004-04-10	12536	14318	55.2	2004-04-21	4	4	1782	4.88	0	11	1	4	2	"Z-WF"	"1453-63595"	"WC-G"	"1063-42853"	1
"1258"	"1573-65988"	"CA-n"	"SCRP042"	"SCRP04"	"SCRP"	"2004"	2004-04-10	12536	12584	56.4	2004-04-21	4	4	48	0.13	1	11	1	4	1	"Z-WF"	"1453-63595"	"WC-G"	"1063-42853"	1
"1259"	"1573-65989"	"CW-F"	"SCUT041"	"SCUT04"	"SCUT"	"2004"	2004-04-10	12537	13984	35.2	2004-04-21	3	3	1447	3.96	0	11	0	0	1	"LC-AU"	"1063-43078"	"L-WQ"	"1573-65905"	1
"1260"	"1573-65990"	"CR-F"	"SCUT041"	"SCUT04"	"SCUT"	"2004"	2004-04-10	12537	14071	45.6	2004-04-21	3	3	1534	4.2	0	11	0	0	1	"LC-AU"	"1063-43078"	"L-WQ"	"1573-65905"	1
"1261"	"1573-65991"	"CG-n"	"SCUT041"	"SCUT04"	"SCUT"	"2004"	2004-04-10	12537	12553	32.5	2004-04-21	3	3	16	0.04	1	11	0	0	2	"LC-AU"	"1063-43078"	"L-WQ"	"1573-65905"	1
"1262"	"1573-65992"	"CH-F"	"SHIC041"	"SHIC04"	"SHIC"	"2004"	2004-04-11	12537	12704	48.9	2004-04-22	3	3	167	0.46	1	11	1	3	2	"-OfHC"	"1513-50781"	"UZ-OA"	"1453-63609"	1
"1263"	"1573-65993"	"CB-F"	"SHIC041"	"SHIC04"	"SHIC"	"2004"	2004-04-11	12537	12614	53.4	2004-04-22	3	3	77	0.21	1	11	1	3	1	"-OfHC"	"1513-50781"	"UZ-OA"	"1453-63609"	1
"1264"	"1573-65994"	"CP-F"	"SHIC041"	"SHIC04"	"SHIC"	"2004"	2004-04-11	12537	13585	38	2004-04-22	3	3	1048	2.87	0	11	1	3	1	"-OfHC"	"1513-50781"	"UZ-OA"	"1453-63609"	1
"1265"	"1573-65995"	"CO-F"	"SCOP041"	"SCOP04"	"SCOP"	"2004"	2004-04-11	12537	12765	49.1	2004-04-22	3	3	228	0.62	1	11	1	1	2	"PLC-"	"1513-50992"	"YPC-"	"1513-50942"	1
"1266"	"1573-65996"	"CL-F"	"SCOP041"	"SCOP04"	"SCOP"	"2004"	2004-04-11	12537	12829	44.8	2004-04-22	3	3	292	0.8	1	11	1	1	1	"PLC-"	"1513-50992"	"YPC-"	"1513-50942"	1
"1267"	"1573-65997"	"CF-n"	"SCOP041"	"SCOP04"	"SCOP"	"2004"	2004-04-11	12537	12549	44.1	2004-04-22	3	3	12	0.03	1	11	1	1	1	"PLC-"	"1513-50992"	"YPC-"	"1513-50942"	1
"1268"	"1573-65999"	"CR-n"	"ELIN041"	"ELIN04"	"ELIN"	"2004"	2004-04-13	12539	12567	39.1	2004-04-24	4	3	28	0.08	1	11	0	0	1	"-LZR"	"1453-78270"	"-GGC"	"1513-50706"	1
"1269"	"1573-66056"	"Q-OY"	"MERL132"	"MERL13"	"MERL"	"2013"	2013-05-19	15861	16232	57.6	2013-05-30	3	3	371	1.02	0	11	0	0	1	"P-NP"	"1713-49247"	"CfH=L"	"1713-49396"	1
"1270"	"1573-66057"	"Q-OR"	"MERL132"	"MERL13"	"MERL"	"2013"	2013-05-19	15861	16903	48.1	2013-05-30	3	3	1042	2.85	0	11	0	0	2	"P-NP"	"1713-49247"	"CfH=L"	"1713-49396"	1
"1271"	"1573-66058"	"Q-OG"	"MERL132"	"MERL13"	"MERL"	"2013"	2013-05-19	15861	15929	54.1	2013-05-30	3	3	68	0.19	1	11	0	0	1	"P-NP"	"1713-49247"	"CfH=L"	"1713-49396"	1
"1272"	"1573-66063"	"Q-PH"	"WCOP131"	"WCOP13"	"WCOP"	"2013"	2013-05-20	15862	16022	46.9	2013-05-31	2	1	160	0.44	1	11	0	0	1	"BOQ-H"	"1713-49307"	"YHQ-"	"1713-49039"	1
"1273"	"1573-66068"	"Q-OO"	"WCPR131"	"WCPR13"	"WCPR"	"2013"	2013-05-23	15866	16903	53.3	2013-06-03	3	3	1037	2.84	0	11	0	0	1	"-HRQ"	"1713-13609"	"BCR-I"	"1713-49394"	1
"1274"	"1573-66069"	"Q-nL"	"WCPR131"	"WCPR13"	"WCPR"	"2013"	2013-05-23	15866	15895	49.9	2013-06-03	3	3	29	0.08	1	11	0	0	1	"-HRQ"	"1713-13609"	"BCR-I"	"1713-49394"	1
"1275"	"1573-66070"	"Q-OH"	"WCPR131"	"WCPR13"	"WCPR"	"2013"	2013-05-23	15866	16903	38.9	2013-06-03	3	3	1037	2.84	0	11	0	0	1	"-HRQ"	"1713-13609"	"BCR-I"	"1713-49394"	1
"1276"	"1573-66071"	"Q-AB"	"MOLY132"	"MOLY13"	"MOLY"	"2013"	2013-05-25	15868	16903	51.9	2013-06-05	3	2	1035	2.83	0	11	0	0	1	"A-NY"	"1713-89768"	"PCA-"	"1573-97999"	1
"1277"	"1573-66072"	"Q-nP"	"MOLY132"	"MOLY13"	"MOLY"	"2013"	2013-05-25	15868	15883	48.1	2013-06-05	3	2	15	0.04	1	11	0	0	1	"A-NY"	"1713-89768"	"PCA-"	"1573-97999"	1
"1278"	"1573-66084"	"Q-LH"	"ROSE134"	"ROSE13"	"ROSE"	"2013"	2013-06-07	15881	16631	43.1	2013-06-18	3	1	750	2.05	0	11	0	0	1	"-CPP"	"1603-51518"	"-WPQ"	"1713-90309"	1
"1279"	"1573-66085"	"Q-nO"	"CHET134"	"CHET13"	"CHET"	"2013"	2013-06-15	15888	16085	56.1	2013-06-26	3	1	197	0.54	1	11	0	0	1	"HCR-"	"1573-66594"	"L-AQ"	"1603-17453"	1
"1280"	"1573-66092"	"CL-G"	"DICE042"	"DICE04"	"DICE"	"2004"	2004-04-28	12554	16358	52.5	2004-05-09	3	3	3804	10.41	0	11	1	1	1	"-ZYR"	"1513-50172"	"ZBW-"	"1043-44215"	1
"1281"	"1573-66094"	"QW-R"	"LOPZ141"	"LOPZ14"	"LOPZ"	"2014"	2014-03-31	16176	16694	43.6	2014-04-11	2	1	518	1.42	0	11	0	0	1	"CR-H"	"1573-66535"	"-CBY"	"1603-51709"	1
"1282"	"1573-66096"	"QW-Y"	"MERL142"	"MERL14"	"MERL"	"2014"	2014-04-01	16177	16848	34.6	2014-04-12	3	1	671	1.84	0	11	1	2	2	"P-NP"	"1713-49247"	"CfH=L"	"1713-49396"	1
"1283"	"1573-66097"	"QR-B"	"REED142"	"REED14"	"REED"	"2014"	2014-04-03	16181	16540	33.2	2014-04-14	3	3	359	0.98	1	11	1	2	2	"-FCF"	"1603-17239"	"RC-W"	"1063-42816"	1
"1284"	"1573-66098"	"QR-P"	"REED142"	"REED14"	"REED"	"2014"	2014-04-03	16181	16603	41.3	2014-04-14	3	3	422	1.16	0	11	1	2	1	"-FCF"	"1603-17239"	"RC-W"	"1063-42816"	1
"1285"	"1573-66100"	"QR-O"	"REED142"	"REED14"	"REED"	"2014"	2014-04-03	16181	16631	34.6	2014-04-14	3	3	450	1.23	0	11	1	2	2	"-FCF"	"1603-17239"	"RC-W"	"1063-42816"	1
"1286"	"1573-66503"	"CP-A"	"MITA041"	"MITA04"	"MITA"	"2004"	2004-04-13	12541	13741	37.5	2004-04-24	4	4	1200	3.29	0	11	0	0	1	"BC-fHW"	"1713-49318"	"WBC-"	"1513-50931"	1
"1287"	"1573-66504"	"CO-n"	"MITA041"	"MITA04"	"MITA"	"2004"	2004-04-13	12541	12583	35.1	2004-04-24	4	4	42	0.11	1	11	0	0	2	"BC-fHW"	"1713-49318"	"WBC-"	"1513-50931"	1
"1288"	"1573-66506"	"CA-L"	"WCUL041"	"WCUL04"	"WCUL"	"2004"	2004-04-13	12538	14138	32.2	2004-04-24	1	1	1600	4.38	0	11	1	2	1	"LC-L"	"1063-43125"	"WC-W"	"1063-42815"	1
"1289"	"1573-66507"	"CF-B"	"NWES041"	"NWES04"	"NWES"	"2004"	2004-04-15	12540	13129	51.6	2004-04-26	2	2	589	1.61	0	11	0	0	1	"B-WQ"	"1063-42811"	"PC-Y"	"1713-13337"	1
"1290"	"1573-66508"	"CA-B"	"NWES041"	"NWES04"	"NWES"	"2004"	2004-04-15	12540	12914	49.1	2004-04-26	2	2	374	1.02	0	11	0	0	2	"B-WQ"	"1063-42811"	"PC-Y"	"1713-13337"	1
"1291"	"1573-66509"	"CW-L"	"SCOB041"	"SCOB04"	"SCOB"	"2004"	2004-04-16	12541	12765	43.1	2004-04-27	4	4	224	0.61	1	11	1	2	1	"U-LGC"	"1603-51824"	"BLC-"	"1513-50991"	1
"1292"	"1573-66510"	"CR-L"	"SCOB041"	"SCOB04"	"SCOB"	"2004"	2004-04-16	12541	13370	48.4	2004-04-27	4	4	829	2.27	0	11	1	2	1	"U-LGC"	"1603-51824"	"BLC-"	"1513-50991"	1
"1293"	"1573-66511"	"CG-L"	"SCOB041"	"SCOB04"	"SCOB"	"2004"	2004-04-16	12541	12674	36.5	2004-04-27	4	4	133	0.36	1	11	1	2	2	"U-LGC"	"1603-51824"	"BLC-"	"1513-50991"	1
"1294"	"1573-66512"	"CH-L"	"SCOB041"	"SCOB04"	"SCOB"	"2004"	2004-04-16	12541	12674	39.7	2004-04-27	4	4	133	0.36	1	11	1	2	2	"U-LGC"	"1603-51824"	"BLC-"	"1513-50991"	1
"1295"	"1573-66514"	"CF-W"	"CHOP042"	"CHOP04"	"CHOP"	"2004"	2004-04-17	12540	13440	49.9	2004-04-28	3	3	900	2.46	0	11	0	0	1	"BG-C"	"1513-50356"	"ORC-"	"1513-50982"	1
"1296"	"1573-66515"	"CA-W"	"CHOP042"	"CHOP04"	"CHOP"	"2004"	2004-04-17	12540	12674	45.1	2004-04-28	3	3	134	0.37	1	11	0	0	2	"BG-C"	"1513-50356"	"ORC-"	"1513-50982"	1
"1297"	"1573-66520"	"CF-n"	"TP39042"	"TP3904"	"TP39"	"2004"	2004-04-19	12545	12601	45.5	2004-04-30	3	3	56	0.15	1	11	0	0	1	"BGC-"	"1513-50925"	"YC-G"	"1063-42826"	1
"1298"	"1573-66521"	"CA-O"	"TP39042"	"TP3904"	"TP39"	"2004"	2004-04-19	12545	12614	43.9	2004-04-30	3	3	69	0.19	1	11	0	0	1	"BGC-"	"1513-50925"	"YC-G"	"1063-42826"	1
"1299"	"1573-66522"	"CH-n"	"TP39042"	"TP3904"	"TP39"	"2004"	2004-04-19	12545	12583	37.7	2004-04-30	3	3	38	0.1	1	11	0	0	2	"BGC-"	"1513-50925"	"YC-G"	"1063-42826"	1
"1300"	"1573-66523"	"CB-W"	"WAHO043"	"WAHO04"	"WAHO"	"2004"	2004-04-23	12549	15385	50.3	2004-05-04	4	4	2836	7.76	0	11	0	0	1	"WO-ZU"	"1513-50246"	"RLC-U"	"3"	1
"1301"	"1573-66524"	"CG-W"	"WAHO043"	"WAHO04"	"WAHO"	"2004"	2004-04-23	12549	12642	48.4	2004-05-04	4	4	93	0.25	1	11	0	0	1	"WO-ZU"	"1513-50246"	"RLC-U"	"3"	1
"1302"	"1573-66525"	"CO-W"	"WAHO043"	"WAHO04"	"WAHO"	"2004"	2004-04-23	12549	12856	49.1	2004-05-04	4	4	307	0.84	1	11	0	0	2	"WO-ZU"	"1513-50246"	"RLC-U"	"3"	1
"1303"	"1573-66526"	"CL-W"	"WAHO043"	"WAHO04"	"WAHO"	"2004"	2004-04-23	12549	13038	43.1	2004-05-04	4	4	489	1.34	0	11	0	0	2	"WO-ZU"	"1513-50246"	"RLC-U"	"3"	1
"1304"	"1573-66527"	"CF-H"	"NO19043"	"NO1904"	"NO19"	"2004"	2004-04-25	12552	12674	40.5	2004-05-06	2	2	122	0.33	1	11	1	3	2	"G-RQ"	"1513-50795"	"-LZW"	"1453-78356"	1
"1305"	"1573-66528"	"CA-H"	"NO19043"	"NO1904"	"NO19"	"2004"	2004-04-25	12552	13101	41.8	2004-05-06	2	2	549	1.5	0	11	1	3	1	"G-RQ"	"1513-50795"	"-LZW"	"1453-78356"	1
"1306"	"1573-66532"	"CF-G"	"DICE042"	"DICE04"	"DICE"	"2004"	2004-04-28	12554	12674	47.6	2004-05-09	3	3	120	0.33	1	11	1	1	1	"-ZYR"	"1513-50172"	"ZBW-"	"1043-44215"	1
"1307"	"1573-66533"	"CA-G"	"DICE042"	"DICE04"	"DICE"	"2004"	2004-04-28	12554	12614	42.5	2004-05-09	3	3	60	0.16	1	11	1	1	1	"-ZYR"	"1513-50172"	"ZBW-"	"1043-44215"	1
"1308"	"1573-66538"	"CB-H"	"WCOP043"	"WCOP04"	"WCOP"	"2004"	2004-05-01	12558	12642	53.5	2004-05-12	3	3	84	0.23	1	11	1	1	1	"U-GRC"	"1513-50838"	"GC-O"	"1063-43114"	1
"1309"	"1573-66539"	"CP-H"	"WCOP043"	"WCOP04"	"WCOP"	"2004"	2004-05-01	12558	12642	44.5	2004-05-12	3	3	84	0.23	1	11	1	1	2	"U-GRC"	"1513-50838"	"GC-O"	"1063-43114"	1
"1310"	"1573-66540"	"CO-n"	"WCOP043"	"WCOP04"	"WCOP"	"2004"	2004-05-01	12558	12580	34.2	2004-05-12	3	3	22	0.06	1	11	1	1	2	"U-GRC"	"1513-50838"	"GC-O"	"1063-43114"	1
"1311"	"1573-66545"	"CW-W"	"ANGL042"	"ANGL04"	"ANGL"	"2004"	2004-05-17	12571	12614	47.6	2004-05-28	4	3	43	0.12	1	11	1	1	2	"BRC-"	"1513-50980"	"AC-W"	"1063-42880"	1
"1312"	"1573-66546"	"CR-W"	"ANGL042"	"ANGL04"	"ANGL"	"2004"	2004-05-17	12571	13250	48	2004-05-28	4	3	679	1.86	0	11	1	1	1	"BRC-"	"1513-50980"	"AC-W"	"1063-42880"	1
"1313"	"1573-66547"	"CA-n"	"NSWL042"	"NSWL04"	"NSWL"	"2004"	2004-05-18	12571	12574	39.7	2004-05-29	4	1	3	0.01	1	11	0	0	2	"FWC-"	"1513-50918"	"OC-fH"	"1063-43130"	1
"1314"	"1573-66548"	"CA-R"	"MERL043"	"MERL04"	"MERL"	"2004"	2004-05-19	12576	13313	43.9	2004-05-30	2	2	737	2.02	0	11	1	1	1	"-FZG"	"1453-78280"	"-OWC"	"1513-50391"	1
"1315"	"1573-66549"	"CG-n"	"MERL043"	"MERL04"	"MERL"	"2004"	2004-05-19	12576	12597	38.2	2004-05-30	2	2	21	0.06	1	11	1	1	1	"-FZG"	"1453-78280"	"-OWC"	"1513-50391"	1
"1316"	"1573-66551"	"CW-R"	"N18E042"	"N18E04"	"N18E"	"2004"	2004-05-20	12576	12674	39.5	2004-05-31	4	4	98	0.27	1	11	0	0	2	"F-WM"	"1453-78255"	"YC-P"	"1063-42896"	1
"1317"	"1573-66552"	"CR-n"	"N18E042"	"N18E04"	"N18E"	"2004"	2004-05-20	12576	12583	39.9	2004-05-31	4	4	7	0.02	1	11	0	0	2	"F-WM"	"1453-78255"	"YC-P"	"1063-42896"	1
"1318"	"1573-66553"	"CG-n"	"N18E042"	"N18E04"	"N18E"	"2004"	2004-05-20	12576	12584	36.5	2004-05-31	4	4	8	0.02	1	11	0	0	2	"F-WM"	"1453-78255"	"YC-P"	"1063-42896"	1
"1319"	"1573-66554"	"CH-n"	"N18E042"	"N18E04"	"N18E"	"2004"	2004-05-20	12576	12614	32.8	2004-05-31	4	4	38	0.1	1	11	0	0	1	"F-WM"	"1453-78255"	"YC-P"	"1063-42896"	1
"1320"	"1573-66555"	"CW-A"	"ANNI044"	"ANNI04"	"ANNI"	"2004"	2004-05-21	12577	12642	43.2	2004-06-01	4	4	65	0.18	1	11	0	0	2	"ZP-L"	"1453-78106"	"-ZWW"	"1043-90540"	1
"1321"	"1573-66556"	"CR-A"	"ANNI044"	"ANNI04"	"ANNI"	"2004"	2004-05-21	12577	12885	43.3	2004-06-01	4	4	308	0.84	1	11	0	0	2	"ZP-L"	"1453-78106"	"-ZWW"	"1043-90540"	1
"1322"	"1573-66557"	"CG-A"	"ANNI044"	"ANNI04"	"ANNI"	"2004"	2004-05-21	12577	15539	42.4	2004-06-01	4	4	2962	8.11	0	11	0	0	1	"ZP-L"	"1453-78106"	"-ZWW"	"1043-90540"	1
"1323"	"1573-66558"	"CH-A"	"ANNI044"	"ANNI04"	"ANNI"	"2004"	2004-05-21	12577	16903	35.4	2004-06-01	4	4	4326	11.84	0	11	0	0	1	"ZP-L"	"1453-78106"	"-ZWW"	"1043-90540"	1
"1324"	"1573-66559"	"CG-B"	"SWAL042"	"SWAL04"	"SWAL"	"2004"	2004-05-21	12576	13010	44.7	2004-06-01	3	2	434	1.19	0	11	0	0	2	"G-GQ"	"1513-50796"	"AP-ZU"	"1513-50637"	1
"1325"	"1573-66560"	"CH-B"	"SWAL042"	"SWAL04"	"SWAL"	"2004"	2004-05-21	12576	12674	41.5	2004-06-01	3	2	98	0.27	1	11	0	0	2	"G-GQ"	"1513-50796"	"AP-ZU"	"1513-50637"	1
"1326"	"1573-66561"	"CB-n"	"SFLA043"	"SFLA04"	"SFLA"	"2004"	2004-05-24	12580	12605	34.3	2004-06-04	4	3	25	0.07	1	11	1	1	1	"-BZP"	"1063-43190"	"K-FZW"	"1063-43191"	1
"1327"	"1573-66562"	"CP-O"	"SFLA043"	"SFLA04"	"SFLA"	"2004"	2004-05-24	12580	12885	30.1	2004-06-04	4	3	305	0.84	1	11	1	1	2	"-BZP"	"1063-43190"	"K-FZW"	"1063-43191"	1
"1328"	"1573-66563"	"CO-n"	"SFLA043"	"SFLA04"	"SFLA"	"2004"	2004-05-24	12580	12584	28.4	2004-06-04	4	3	4	0.01	1	11	1	1	1	"-BZP"	"1063-43190"	"K-FZW"	"1063-43191"	1
"1329"	"1573-66566"	"CL-O"	"BIGL042"	"BIGL04"	"BIGL"	"2004"	2004-05-28	12584	16903	44.5	2004-06-08	2	2	4319	11.82	0	11	1	2	2	"O-LM"	"1453-78223"	"Z-OG"	"1453-63524"	1
"1330"	"1573-66569"	"CB-A"	"SFLS046"	"SFLS04"	"SFLS"	"2004"	2004-06-05	12591	12704	47.9	2004-06-16	3	3	113	0.31	1	11	1	1	1	"PWC-"	"1063-42807"	"RA-C"	"1513-50315"	1
"1331"	"1573-66570"	"CL-A"	"SFLS046"	"SFLS04"	"SFLS"	"2004"	2004-06-05	12591	13495	47.6	2004-06-16	3	3	904	2.48	0	11	1	1	1	"PWC-"	"1063-42807"	"RA-C"	"1513-50315"	1
"1332"	"1573-66580"	"WCW-"	"ASPH051"	"ASPH05"	"ASPH"	"2005"	2005-03-20	12878	12941	48.3	2005-03-31	1	1	63	0.17	1	11	1	1	1	"R-FQ"	"1513-50372"	"R-OQ"	"1513-50384"	1
"1333"	"1573-66582"	"RCn-"	"DICE051"	"DICE05"	"DICE"	"2005"	2005-03-31	12891	12914	49.9	2005-04-11	4	4	23	0.06	1	11	1	1	2	"-ZYR"	"1513-50172"	"ZBW-"	"1043-44215"	1
"1334"	"1573-66583"	"GCW-"	"DICE051"	"DICE05"	"DICE"	"2005"	2005-03-31	12891	13342	40.5	2005-04-11	4	4	451	1.23	0	11	1	1	1	"-ZYR"	"1513-50172"	"ZBW-"	"1043-44215"	1
"1335"	"1573-66584"	"HCW-"	"DICE051"	"DICE05"	"DICE"	"2005"	2005-03-31	12891	13250	38.6	2005-04-11	4	4	359	0.98	1	11	1	1	1	"-ZYR"	"1513-50172"	"ZBW-"	"1043-44215"	1
"1336"	"1573-66586"	"PCW-"	"EBAY051"	"EBAY05"	"EBAY"	"2005"	2005-04-02	12894	13951	42.6	2005-04-13	3	3	1057	2.89	0	11	1	3	1	"P-YQ"	"1063-43180"	"ZY-B"	"1453-72740"	1
"1337"	"1573-66587"	"OCW-"	"EBAY051"	"EBAY05"	"EBAY"	"2005"	2005-04-02	12894	14442	42.4	2005-04-13	3	3	1548	4.24	0	11	1	3	1	"P-YQ"	"1063-43180"	"ZY-B"	"1453-72740"	1
"1338"	"1573-66588"	"LCW-"	"EBAY051"	"EBAY05"	"EBAY"	"2005"	2005-04-02	12894	13101	40.4	2005-04-13	3	3	207	0.57	1	11	1	3	2	"P-YQ"	"1063-43180"	"ZY-B"	"1453-72740"	1
